incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC00333,EVT00333,Failed Login,Dawn Walsh,Closed,97 min,False Positive
INC00334,EVT00334,Port Scan,Lori Blevins,Closed,151 min,False Positive
INC00335,EVT00335,DNS Tunneling Detected,Crystal Costa,Closed,84 min,Blocked
INC00336,EVT00336,Privilege Escalation,Kyle Stephenson,Open,75 min,Under Investigation
INC00337,EVT00337,Account Lockout,Amy Coleman,Closed,83 min,Remediated
INC00338,EVT00338,VPN Connection,Lisa Smith,In Progress,161 min,Under Investigation
INC00339,EVT00339,Firewall Rule Change,Jack Davis,Closed,40 min,Remediated
INC00340,EVT00340,Suspicious Process Execution,David Jones,Escalated,145 min,Escalated to IT Security Lead
INC00341,EVT00341,Web Shell Detected,David Jones,Closed,84 min,Remediated
INC00342,EVT00342,Failed Login,Lori Blevins,In Progress,47 min,Under Investigation
INC00343,EVT00343,USB Device Connected,Adam Martin,In Progress,86 min,Under Investigation
INC00344,EVT00344,DNS Tunneling Detected,Allen Wood,Closed,164 min,Remediated
INC00345,EVT00345,Data Exfiltration Attempt,Jesus Nielsen,Escalated,30 min,Escalated to IT Security Lead
INC00346,EVT00346,VPN Connection,Dakota Walsh,In Progress,111 min,Under Investigation
INC00347,EVT00347,Suspicious Process Execution,Katelyn Harris,Closed,67 min,Blocked
INC00348,EVT00348,Web Shell Detected,Allen Wood,In Progress,128 min,Under Investigation
INC00349,EVT00349,File Access,Patricia Ortiz,In Progress,75 min,Under Investigation
INC00350,EVT00350,Suspicious Process Execution,Katherine Cook,In Progress,169 min,Under Investigation
INC00351,EVT00351,DDoS Attempt,David Gibson,Closed,146 min,Blocked
INC00352,EVT00352,Unauthorized Access,Dakota Walsh,Closed,95 min,Blocked
INC00353,EVT00353,Ransomware Detected,Katherine Cook,Closed,168 min,False Positive
INC00354,EVT00354,Web Shell Detected,Darius Hernandez,Closed,23 min,False Positive
INC00355,EVT00355,Firewall Rule Change,Sheila Morris,Open,172 min,Under Investigation
INC00356,EVT00356,DNS Tunneling Detected,Ricky Blackwell,In Progress,179 min,Under Investigation
INC00357,EVT00357,Port Scan,Kyle Stephenson,Escalated,29 min,Escalated to Management
INC00358,EVT00358,VPN Connection,Anthony Reynolds,Closed,44 min,False Positive
INC00359,EVT00359,Suspicious Process Execution,Lori Blevins,Escalated,174 min,Escalated to IT Security Lead
INC00360,EVT00360,DNS Tunneling Detected,Brian Ford,Closed,36 min,Remediated
INC00361,EVT00361,Ransomware Detected,Derek Wagner,Closed,180 min,False Positive
INC00362,EVT00362,Unauthorized Access,Lori Blevins,Closed,164 min,False Positive
INC00363,EVT00363,DNS Tunneling Detected,Jaime Parsons,Open,175 min,Pending Review
INC00364,EVT00364,Phishing Email,Emily Jackson,Escalated,78 min,Escalated to IT Security Lead
INC00365,EVT00365,Account Lockout,Lori Blevins,Escalated,175 min,Escalated to IT Security Lead
INC00366,EVT00366,Web Shell Detected,Dawn Walsh,In Progress,78 min,Under Investigation
INC00367,EVT00367,Port Scan,Dakota Walsh,Closed,38 min,False Positive
INC00368,EVT00368,SQL Injection Attempt,Crystal Costa,Closed,36 min,Remediated
INC00369,EVT00369,Login Success,Cassandra Quinn,In Progress,55 min,Under Investigation
INC00370,EVT00370,Suspicious Process Execution,Katherine Cook,Escalated,60 min,Escalated to Management
INC00371,EVT00371,Account Lockout,Emily Jackson,In Progress,74 min,Under Investigation
INC00372,EVT00372,File Access,David Gibson,Closed,123 min,False Positive
INC00373,EVT00373,Account Lockout,Jacqueline Scott,In Progress,140 min,Under Investigation
INC00374,EVT00374,Data Exfiltration Attempt,Evan Ortiz,Closed,153 min,Blocked
INC00375,EVT00375,Suspicious Process Execution,Cassandra Quinn,Open,88 min,Under Investigation
INC00376,EVT00376,Privilege Escalation,Brian Banks,Closed,172 min,Blocked
INC00377,EVT00377,VPN Connection,Crystal Costa,Closed,74 min,False Positive
INC00378,EVT00378,Lateral Movement Detected,Austin Parks,Escalated,102 min,Escalated to IT Security Lead
INC00379,EVT00379,VPN Connection,Patricia Ortiz,Open,173 min,Under Investigation
INC00380,EVT00380,Web Shell Detected,Jesus Nielsen,Closed,85 min,Blocked
INC00381,EVT00381,Web Shell Detected,Crystal Costa,Closed,70 min,Remediated
INC00382,EVT00382,Account Lockout,Allen Wood,Open,46 min,Pending Review
INC00383,EVT00383,Data Exfiltration Attempt,Mark Harris,Open,104 min,Pending Review
INC00384,EVT00384,Data Exfiltration Attempt,David Jones,Closed,37 min,Remediated
INC00385,EVT00385,DDoS Attempt,Megan Pitts,Open,109 min,Under Investigation
INC00386,EVT00386,Account Lockout,Kyle Stephenson,Open,96 min,Under Investigation
INC00387,EVT00387,Port Scan,Raymond Miller,Open,19 min,Under Investigation
INC00388,EVT00388,Brute Force,Jack Davis,Escalated,37 min,Escalated to IT Security Lead
INC00389,EVT00389,Login Success,Brian Ford,In Progress,136 min,Under Investigation
INC00390,EVT00390,USB Device Connected,Lori Blevins,Closed,164 min,False Positive
INC00391,EVT00391,Firewall Rule Change,Dakota Walsh,In Progress,15 min,Under Investigation
INC00392,EVT00392,Ransomware Detected,Christopher Garner,Closed,92 min,Blocked
INC00393,EVT00393,Session Hijacking Attempt,David Gibson,Open,156 min,Pending Review
INC00394,EVT00394,Phishing Email,Brian Ford,Closed,75 min,Blocked
INC00395,EVT00395,Data Exfiltration Attempt,Darius Hernandez,Open,120 min,Under Investigation
INC00396,EVT00396,Unauthorized Access,Lisa Smith,Closed,148 min,False Positive
INC00397,EVT00397,Privilege Escalation,Anthony Reynolds,Closed,158 min,False Positive
INC00398,EVT00398,USB Device Connected,Christopher Garner,Open,142 min,Pending Review
INC00399,EVT00399,Port Scan,Patricia Ortiz,Closed,68 min,Blocked
INC00400,EVT00400,VPN Connection,Jack Davis,Open,87 min,Under Investigation
INC00401,EVT00401,Web Shell Detected,David Gibson,Closed,148 min,Remediated
INC00402,EVT00402,Firewall Rule Change,Crystal Costa,Open,138 min,Under Investigation
INC00403,EVT00403,Login Success,Katelyn Harris,Closed,19 min,Remediated
INC00404,EVT00404,Lateral Movement Detected,Brian Banks,Closed,31 min,False Positive
INC00405,EVT00405,Ransomware Detected,Christina Hartman,Open,88 min,Pending Review
INC00406,EVT00406,Failed Login,Dr. Jacob Rowe DDS,In Progress,152 min,Under Investigation
INC00407,EVT00407,Brute Force,Derek Wagner,Closed,127 min,Blocked
INC00408,EVT00408,DDoS Attempt,Christopher Garner,In Progress,135 min,Under Investigation
INC00409,EVT00409,SQL Injection Attempt,Darius Hernandez,Closed,82 min,Blocked
INC00410,EVT00410,Data Exfiltration Attempt,Katherine Cook,Open,150 min,Pending Review
INC00411,EVT00411,Phishing Email,David Jones,In Progress,4 min,Under Investigation
INC00412,EVT00412,Web Shell Detected,Darius Hernandez,Closed,115 min,False Positive
INC00413,EVT00413,Data Exfiltration Attempt,Christopher Gill,Closed,69 min,Remediated
INC00414,EVT00414,File Access,Adam Martin,Closed,7 min,Remediated
INC00415,EVT00415,Unauthorized Access,Mark Harris,In Progress,96 min,Under Investigation
INC00416,EVT00416,Login Success,Dakota Walsh,Closed,169 min,False Positive
INC00417,EVT00417,Unauthorized Access,Sheila Morris,Open,4 min,Pending Review
INC00418,EVT00418,Login Success,Jesus Nielsen,In Progress,103 min,Under Investigation
INC00419,EVT00419,Account Lockout,Allen Wood,Closed,124 min,Blocked
INC00420,EVT00420,Web Shell Detected,Jack Davis,Closed,56 min,Blocked
INC00421,EVT00421,Privilege Escalation,David Jones,In Progress,124 min,Under Investigation
INC00422,EVT00422,Login Success,Sheila Morris,Closed,110 min,False Positive
INC00423,EVT00423,SQL Injection Attempt,David Jones,Closed,74 min,Blocked
INC00424,EVT00424,Firewall Rule Change,Jacqueline Scott,Closed,4 min,False Positive
INC00425,EVT00425,Login Success,Emily Jackson,In Progress,45 min,Under Investigation
INC00426,EVT00426,Login Success,Kyle Stephenson,Closed,60 min,Remediated
INC00427,EVT00427,Credential Dumping,David Gibson,Closed,153 min,Remediated
INC00428,EVT00428,DDoS Attempt,Patricia Ortiz,In Progress,85 min,Under Investigation
INC00429,EVT00429,Suspicious Process Execution,Shannon Montoya,Closed,70 min,False Positive
INC00430,EVT00430,Unauthorized Access,Kyle Stephenson,Closed,151 min,Blocked
INC00431,EVT00431,Lateral Movement Detected,Raymond Miller,Closed,171 min,Remediated
INC00432,EVT00432,SQL Injection Attempt,Crystal Costa,Open,40 min,Under Investigation
INC00433,EVT00433,DNS Tunneling Detected,Jaime Parsons,Escalated,128 min,Escalated to Management
INC00434,EVT00434,Credential Dumping,Jennifer Payne,Escalated,76 min,Escalated to Management
INC00435,EVT00435,Malware Detection,Lori Blevins,Closed,50 min,Blocked
INC00436,EVT00436,Port Scan,Kyle Stephenson,Closed,137 min,Blocked
INC00437,EVT00437,Malware Detection,Kyle Stephenson,In Progress,7 min,Under Investigation
INC00438,EVT00438,VPN Connection,Anthony Reynolds,Closed,126 min,False Positive
INC00439,EVT00439,Session Hijacking Attempt,Mark Harris,Open,177 min,Pending Review
INC00440,EVT00440,Account Lockout,Christopher Garner,Closed,137 min,Blocked
INC00441,EVT00441,VPN Connection,Dakota Walsh,Closed,58 min,False Positive
INC00442,EVT00442,VPN Connection,Jack Davis,In Progress,115 min,Under Investigation
INC00443,EVT00443,Credential Dumping,Raymond Miller,Closed,81 min,Remediated
INC00444,EVT00444,Port Scan,Shannon Montoya,Closed,169 min,False Positive
INC00445,EVT00445,Login Success,Michael Howell,In Progress,3 min,Under Investigation
INC00446,EVT00446,Ransomware Detected,Patricia Ortiz,Closed,58 min,False Positive
INC00447,EVT00447,Configuration Change,Crystal Costa,Closed,50 min,Remediated
INC00448,EVT00448,Account Lockout,Ricky Blackwell,Closed,66 min,Remediated
INC00449,EVT00449,DNS Tunneling Detected,Katherine Cook,In Progress,167 min,Under Investigation
INC00450,EVT00450,Login Success,Lori Blevins,Escalated,98 min,Escalated to Management
INC00451,EVT00451,Suspicious Process Execution,Shannon Montoya,In Progress,139 min,Under Investigation
INC00452,EVT00452,Privilege Escalation,Raymond Miller,Closed,68 min,Remediated
INC00453,EVT00453,VPN Connection,Christopher Gill,Closed,124 min,Blocked
INC00454,EVT00454,DDoS Attempt,Megan Pitts,Closed,151 min,False Positive
INC00455,EVT00455,Lateral Movement Detected,Adam Martin,Escalated,42 min,Escalated to Management
INC00456,EVT00456,Failed Login,Brian Banks,Closed,176 min,Remediated
INC00457,EVT00457,DNS Tunneling Detected,Sheila Morris,Closed,151 min,Remediated
INC00458,EVT00458,Privilege Escalation,Jacqueline Scott,In Progress,52 min,Under Investigation
INC00459,EVT00459,File Access,Christopher Gill,In Progress,36 min,Under Investigation
INC00460,EVT00460,Ransomware Detected,Adam Martin,Closed,116 min,Remediated
INC00461,EVT00461,Web Shell Detected,Dr. Jacob Rowe DDS,Escalated,101 min,Escalated to IT Security Lead
INC00462,EVT00462,Session Hijacking Attempt,Robert Frost,In Progress,21 min,Under Investigation
INC00463,EVT00463,Account Lockout,Megan Pitts,Closed,171 min,False Positive
INC00464,EVT00464,Data Exfiltration Attempt,Kyle Stephenson,Closed,132 min,False Positive
INC00465,EVT00465,Login Success,David Gibson,In Progress,169 min,Under Investigation
INC00466,EVT00466,Malware Detection,Dakota Walsh,In Progress,57 min,Under Investigation
INC00467,EVT00467,Configuration Change,Jesus Nielsen,Closed,36 min,False Positive
INC00468,EVT00468,Data Exfiltration Attempt,Mark Harris,Closed,180 min,Blocked
INC00469,EVT00469,Session Hijacking Attempt,Sheila Morris,Closed,37 min,Remediated
INC00470,EVT00470,Failed Login,Dakota Walsh,Closed,67 min,Remediated
INC00471,EVT00471,DDoS Attempt,Brian Ford,Closed,133 min,False Positive
INC00472,EVT00472,DDoS Attempt,Crystal Costa,Closed,170 min,Remediated
INC00473,EVT00473,VPN Connection,David Gibson,Closed,4 min,False Positive
INC00474,EVT00474,Port Scan,Ricky Blackwell,Closed,12 min,False Positive
INC00475,EVT00475,Malware Detection,Lori Blevins,Closed,24 min,Remediated
INC00476,EVT00476,Failed Login,Lori Blevins,Closed,39 min,Blocked
INC00477,EVT00477,Credential Dumping,Raymond Miller,Closed,164 min,False Positive
INC00478,EVT00478,Configuration Change,Christopher Gill,Closed,136 min,Remediated
INC00479,EVT00479,VPN Connection,Darius Hernandez,Closed,7 min,Remediated
INC00480,EVT00480,Phishing Email,Brian Banks,Closed,82 min,Blocked
INC00481,EVT00481,Firewall Rule Change,Emily Jackson,Closed,103 min,Remediated
INC00482,EVT00482,Lateral Movement Detected,Lori Blevins,Open,40 min,Under Investigation
INC00483,EVT00483,Account Lockout,Dakota Walsh,Closed,128 min,Blocked
INC00484,EVT00484,Suspicious Process Execution,Derek Wagner,Closed,35 min,Blocked
INC00485,EVT00485,Credential Dumping,Cassandra Quinn,In Progress,6 min,Under Investigation
INC00486,EVT00486,USB Device Connected,Brian Ford,Open,8 min,Pending Review
INC00487,EVT00487,SQL Injection Attempt,Brian Ford,Escalated,53 min,Escalated to Management
INC00488,EVT00488,Brute Force,Lisa Smith,Closed,45 min,Remediated
INC00489,EVT00489,Failed Login,Jack Davis,Escalated,77 min,Escalated to Management
INC00490,EVT00490,Configuration Change,Raymond Miller,In Progress,41 min,Under Investigation
INC00491,EVT00491,Port Scan,Brian Ford,Closed,56 min,False Positive
INC00492,EVT00492,Privilege Escalation,Jesus Nielsen,Escalated,88 min,Escalated to IT Security Lead
INC00493,EVT00493,Malware Detection,Kyle Stephenson,Closed,134 min,Remediated
INC00494,EVT00494,Lateral Movement Detected,Christina Hartman,Closed,32 min,Remediated
INC00495,EVT00495,USB Device Connected,Dawn Walsh,Closed,117 min,Remediated
INC00496,EVT00496,DNS Tunneling Detected,Dakota Walsh,Open,49 min,Pending Review
INC00497,EVT00497,File Access,David Gibson,In Progress,113 min,Under Investigation
INC00498,EVT00498,SQL Injection Attempt,Christopher Garner,Closed,68 min,False Positive
INC00499,EVT00499,Brute Force,Anthony Reynolds,Escalated,31 min,Escalated to Management
INC00500,EVT00500,USB Device Connected,Brian Ford,Closed,26 min,Blocked
INC00501,EVT00501,Session Hijacking Attempt,Lori Blevins,Escalated,2 min,Escalated to IT Security Lead
INC00502,EVT00502,Configuration Change,Megan Pitts,Escalated,68 min,Escalated to Management
INC00503,EVT00503,File Access,Shannon Montoya,Closed,99 min,False Positive
INC00504,EVT00504,DDoS Attempt,Jesus Nielsen,In Progress,26 min,Under Investigation
INC00505,EVT00505,Privilege Escalation,Emily Jackson,Closed,101 min,False Positive
INC00506,EVT00506,Malware Detection,Emily Jackson,In Progress,67 min,Under Investigation
INC00507,EVT00507,Suspicious Process Execution,Jennifer Payne,In Progress,174 min,Under Investigation
INC00508,EVT00508,Failed Login,Patricia Ortiz,Open,135 min,Under Investigation
INC00509,EVT00509,Malware Detection,Raymond Miller,Closed,78 min,False Positive
INC00510,EVT00510,Unauthorized Access,Darius Hernandez,Closed,61 min,Blocked
INC00511,EVT00511,Phishing Email,David Gibson,Open,26 min,Under Investigation
INC00512,EVT00512,Credential Dumping,Emily Jackson,Closed,134 min,Remediated
INC00513,EVT00513,Account Lockout,Raymond Miller,Closed,169 min,False Positive
INC00514,EVT00514,Login Success,Katelyn Harris,Closed,159 min,False Positive
INC00515,EVT00515,Session Hijacking Attempt,Dakota Walsh,Escalated,74 min,Escalated to IT Security Lead
INC00516,EVT00516,Ransomware Detected,Robert Frost,Closed,37 min,Blocked
INC00517,EVT00517,File Access,Lisa Smith,In Progress,8 min,Under Investigation
INC00518,EVT00518,Web Shell Detected,Dakota Walsh,In Progress,27 min,Under Investigation
INC00519,EVT00519,Malware Detection,Dawn Walsh,Closed,113 min,Blocked
INC00520,EVT00520,Login Success,Lisa Smith,In Progress,77 min,Under Investigation
INC00521,EVT00521,Port Scan,Mark Harris,Closed,171 min,False Positive
INC00522,EVT00522,DDoS Attempt,Anthony Reynolds,Closed,143 min,False Positive
INC00523,EVT00523,Privilege Escalation,David Gibson,Open,12 min,Under Investigation
INC00524,EVT00524,Ransomware Detected,Allen Wood,In Progress,50 min,Under Investigation
INC00525,EVT00525,Login Success,Dr. Jacob Rowe DDS,Closed,146 min,Remediated
INC00526,EVT00526,File Access,Katelyn Harris,Closed,176 min,Remediated
INC00527,EVT00527,Suspicious Process Execution,Raymond Miller,In Progress,125 min,Under Investigation
INC00528,EVT00528,Configuration Change,Allen Wood,Closed,162 min,Remediated
INC00529,EVT00529,Lateral Movement Detected,Crystal Costa,Closed,169 min,Remediated
INC00530,EVT00530,USB Device Connected,Megan Pitts,Closed,142 min,Blocked
INC00531,EVT00531,File Access,Emily Jackson,Open,46 min,Pending Review
INC00532,EVT00532,Data Exfiltration Attempt,Jacqueline Scott,Closed,140 min,Remediated
INC00533,EVT00533,Lateral Movement Detected,Christopher Garner,In Progress,153 min,Under Investigation
INC00534,EVT00534,Suspicious Process Execution,Emily Jackson,Escalated,9 min,Escalated to IT Security Lead
INC00535,EVT00535,Failed Login,Cassandra Quinn,Closed,31 min,Blocked
INC00536,EVT00536,SQL Injection Attempt,Megan Pitts,Closed,116 min,Blocked
INC00537,EVT00537,DNS Tunneling Detected,Jaime Parsons,Open,151 min,Pending Review
INC00538,EVT00538,Web Shell Detected,Allen Wood,Escalated,44 min,Escalated to Management
INC00539,EVT00539,File Access,Amy Coleman,In Progress,138 min,Under Investigation
INC00540,EVT00540,Data Exfiltration Attempt,Adam Martin,Closed,120 min,False Positive
INC00541,EVT00541,Phishing Email,Lori Blevins,Closed,31 min,Remediated
INC00542,EVT00542,Web Shell Detected,Megan Pitts,Closed,45 min,Blocked
INC00543,EVT00543,Ransomware Detected,Emily Jackson,Closed,116 min,Blocked
INC00544,EVT00544,Brute Force,Jack Davis,Closed,61 min,Blocked
INC00545,EVT00545,Web Shell Detected,Sheila Morris,Open,142 min,Under Investigation
INC00546,EVT00546,Failed Login,Sheila Morris,Closed,26 min,False Positive
INC00547,EVT00547,Ransomware Detected,Evan Ortiz,Closed,130 min,Blocked
INC00548,EVT00548,VPN Connection,Jack Davis,Open,103 min,Under Investigation
INC00549,EVT00549,Ransomware Detected,Allen Wood,Closed,39 min,Blocked
INC00550,EVT00550,USB Device Connected,Christopher Gill,In Progress,27 min,Under Investigation
INC00551,EVT00551,Web Shell Detected,Anthony Reynolds,In Progress,86 min,Under Investigation
INC00552,EVT00552,Firewall Rule Change,Raymond Miller,Escalated,115 min,Escalated to Management
INC00553,EVT00553,DDoS Attempt,Crystal Costa,In Progress,103 min,Under Investigation
INC00554,EVT00554,DNS Tunneling Detected,Robert Frost,Escalated,22 min,Escalated to Management
INC00555,EVT00555,Configuration Change,Sheila Morris,Open,137 min,Pending Review
INC00556,EVT00556,Suspicious Process Execution,David Jones,In Progress,82 min,Under Investigation
INC00557,EVT00557,Ransomware Detected,Christopher Gill,Open,180 min,Under Investigation
INC00558,EVT00558,DDoS Attempt,Jack Davis,Escalated,31 min,Escalated to Management
INC00559,EVT00559,SQL Injection Attempt,Dakota Walsh,Closed,13 min,False Positive
INC00560,EVT00560,Malware Detection,Emily Jackson,Escalated,26 min,Escalated to Management
INC00561,EVT00561,Firewall Rule Change,Anthony Reynolds,Closed,24 min,Remediated
INC00562,EVT00562,Unauthorized Access,Jacqueline Scott,Closed,83 min,Blocked
INC00563,EVT00563,VPN Connection,Emily Jackson,In Progress,55 min,Under Investigation
INC00564,EVT00564,File Access,Derek Wagner,Closed,66 min,Blocked
INC00565,EVT00565,Data Exfiltration Attempt,Patricia Ortiz,Open,90 min,Pending Review
INC00566,EVT00566,Port Scan,Allen Wood,In Progress,89 min,Under Investigation
INC00567,EVT00567,DDoS Attempt,Michael Howell,Closed,27 min,Remediated
INC00568,EVT00568,File Access,Adam Martin,Open,74 min,Pending Review
INC00569,EVT00569,Privilege Escalation,Anthony Reynolds,Open,103 min,Pending Review
INC00570,EVT00570,Lateral Movement Detected,Ricky Blackwell,Open,163 min,Under Investigation
INC00571,EVT00571,Lateral Movement Detected,Evan Ortiz,Escalated,53 min,Escalated to IT Security Lead
INC00572,EVT00572,DDoS Attempt,Dawn Walsh,Closed,39 min,Remediated
INC00573,EVT00573,Malware Detection,Amy Coleman,In Progress,73 min,Under Investigation
INC00574,EVT00574,Malware Detection,Darius Hernandez,Closed,59 min,False Positive
INC00575,EVT00575,Login Success,Emily Jackson,Closed,164 min,False Positive
INC00576,EVT00576,File Access,Dr. Jacob Rowe DDS,In Progress,151 min,Under Investigation
INC00577,EVT00577,Data Exfiltration Attempt,Austin Parks,Closed,49 min,Remediated
INC00578,EVT00578,DNS Tunneling Detected,Allen Wood,Closed,80 min,False Positive
INC00579,EVT00579,Failed Login,Ricky Blackwell,In Progress,115 min,Under Investigation
INC00580,EVT00580,File Access,Dr. Jacob Rowe DDS,Open,77 min,Under Investigation
INC00581,EVT00581,VPN Connection,Derek Wagner,Closed,85 min,False Positive
INC00582,EVT00582,Web Shell Detected,Jennifer Payne,Open,8 min,Pending Review
INC00583,EVT00583,SQL Injection Attempt,Anthony Reynolds,In Progress,31 min,Under Investigation
INC00584,EVT00584,VPN Connection,Brian Banks,Closed,106 min,Blocked
INC00585,EVT00585,DDoS Attempt,Dakota Walsh,In Progress,116 min,Under Investigation
INC00586,EVT00586,Session Hijacking Attempt,Darius Hernandez,Open,17 min,Under Investigation
INC00587,EVT00587,SQL Injection Attempt,Derek Wagner,Escalated,176 min,Escalated to Management
INC00588,EVT00588,SQL Injection Attempt,Dawn Walsh,In Progress,33 min,Under Investigation
INC00589,EVT00589,Malware Detection,Amy Coleman,Open,57 min,Pending Review
INC00590,EVT00590,Credential Dumping,Jennifer Payne,Closed,104 min,Blocked
INC00591,EVT00591,DNS Tunneling Detected,Evan Ortiz,Open,103 min,Under Investigation
INC00592,EVT00592,Data Exfiltration Attempt,Megan Pitts,Escalated,173 min,Escalated to Management
INC00593,EVT00593,VPN Connection,Sheila Morris,In Progress,46 min,Under Investigation
INC00594,EVT00594,Data Exfiltration Attempt,David Gibson,Closed,138 min,False Positive
INC00595,EVT00595,Unauthorized Access,Jack Davis,Escalated,5 min,Escalated to IT Security Lead
INC00596,EVT00596,Privilege Escalation,Shannon Montoya,In Progress,127 min,Under Investigation
INC00597,EVT00597,Malware Detection,Emily Jackson,In Progress,36 min,Under Investigation
INC00598,EVT00598,Brute Force,Christopher Garner,Closed,78 min,Remediated
INC00599,EVT00599,Unauthorized Access,Megan Pitts,Escalated,124 min,Escalated to IT Security Lead
INC00600,EVT00600,Credential Dumping,Lori Blevins,Closed,147 min,Remediated
INC00601,EVT00601,Data Exfiltration Attempt,Robert Frost,Closed,114 min,Remediated
INC00602,EVT00602,Port Scan,Anthony Reynolds,Closed,75 min,Remediated
INC00603,EVT00603,Lateral Movement Detected,Robert Frost,Closed,28 min,Blocked
INC00604,EVT00604,DDoS Attempt,Allen Wood,In Progress,86 min,Under Investigation
INC00605,EVT00605,Malware Detection,Darius Hernandez,Closed,60 min,Blocked
INC00606,EVT00606,Lateral Movement Detected,Jennifer Payne,Open,90 min,Pending Review
INC00607,EVT00607,Suspicious Process Execution,Raymond Miller,Escalated,84 min,Escalated to Management
INC00608,EVT00608,Malware Detection,Raymond Miller,Closed,115 min,Blocked
INC00609,EVT00609,Configuration Change,Michael Howell,Closed,34 min,Blocked
INC00610,EVT00610,Login Success,Katherine Cook,Escalated,92 min,Escalated to Management
INC00611,EVT00611,Ransomware Detected,Lisa Smith,Escalated,19 min,Escalated to Management
INC00612,EVT00612,Account Lockout,Patricia Ortiz,In Progress,110 min,Under Investigation
INC00613,EVT00613,Phishing Email,Adam Martin,Closed,147 min,Blocked
INC00614,EVT00614,Configuration Change,Sheila Morris,In Progress,38 min,Under Investigation
INC00615,EVT00615,Ransomware Detected,Christopher Garner,Escalated,34 min,Escalated to IT Security Lead
INC00616,EVT00616,File Access,Cassandra Quinn,In Progress,163 min,Under Investigation
INC00617,EVT00617,USB Device Connected,Austin Parks,Open,101 min,Under Investigation
INC00618,EVT00618,DNS Tunneling Detected,Ricky Blackwell,Open,79 min,Under Investigation
INC00619,EVT00619,Firewall Rule Change,Raymond Miller,In Progress,148 min,Under Investigation
INC00620,EVT00620,USB Device Connected,Amy Coleman,Open,75 min,Pending Review
INC00621,EVT00621,Port Scan,Anthony Reynolds,Escalated,88 min,Escalated to Management
INC00622,EVT00622,SQL Injection Attempt,Jesus Nielsen,Closed,81 min,Remediated
INC00623,EVT00623,Data Exfiltration Attempt,Dakota Walsh,Closed,63 min,False Positive
INC00624,EVT00624,DDoS Attempt,Jaime Parsons,Closed,91 min,Blocked
INC00625,EVT00625,Ransomware Detected,Dr. Jacob Rowe DDS,Closed,68 min,Blocked
INC00626,EVT00626,Phishing Email,Austin Parks,In Progress,17 min,Under Investigation
INC00627,EVT00627,Web Shell Detected,Katherine Cook,Closed,118 min,False Positive
INC00628,EVT00628,Suspicious Process Execution,Amy Coleman,Open,60 min,Under Investigation
INC00629,EVT00629,USB Device Connected,Kyle Stephenson,Closed,136 min,False Positive
INC00630,EVT00630,Phishing Email,Patricia Ortiz,In Progress,45 min,Under Investigation
INC00631,EVT00631,DDoS Attempt,Crystal Costa,In Progress,107 min,Under Investigation
INC00632,EVT00632,Web Shell Detected,Jennifer Payne,Closed,46 min,Blocked
INC00633,EVT00633,Firewall Rule Change,Dr. Jacob Rowe DDS,Closed,119 min,Remediated
INC00634,EVT00634,Malware Detection,Raymond Miller,Closed,70 min,False Positive
INC00635,EVT00635,Account Lockout,Robert Frost,Escalated,36 min,Escalated to IT Security Lead
INC00636,EVT00636,Privilege Escalation,Jaime Parsons,In Progress,152 min,Under Investigation
INC00637,EVT00637,Port Scan,Megan Pitts,Escalated,4 min,Escalated to IT Security Lead
INC00638,EVT00638,Ransomware Detected,Lori Blevins,In Progress,5 min,Under Investigation
INC00639,EVT00639,Account Lockout,Jennifer Payne,Open,105 min,Pending Review
INC00640,EVT00640,Brute Force,Cassandra Quinn,Closed,31 min,Blocked
INC00641,EVT00641,Malware Detection,David Gibson,In Progress,109 min,Under Investigation
INC00642,EVT00642,Malware Detection,Austin Parks,Closed,107 min,False Positive
INC00643,EVT00643,Malware Detection,Crystal Costa,Closed,45 min,Remediated
INC00644,EVT00644,Malware Detection,Dawn Walsh,Open,10 min,Under Investigation
INC00645,EVT00645,Session Hijacking Attempt,Ricky Blackwell,Closed,85 min,Remediated
INC00646,EVT00646,DDoS Attempt,Brian Ford,Closed,37 min,Blocked
INC00647,EVT00647,VPN Connection,Jaime Parsons,In Progress,137 min,Under Investigation
INC00648,EVT00648,DDoS Attempt,David Jones,Closed,103 min,False Positive
INC00649,EVT00649,Firewall Rule Change,Allen Wood,Open,11 min,Pending Review
INC00650,EVT00650,Failed Login,Sheila Morris,Open,80 min,Under Investigation
INC00651,EVT00651,Account Lockout,Cassandra Quinn,In Progress,64 min,Under Investigation
INC00652,EVT00652,Session Hijacking Attempt,Anthony Reynolds,Open,87 min,Under Investigation
INC00653,EVT00653,USB Device Connected,Katherine Cook,Closed,150 min,Blocked
INC00654,EVT00654,Unauthorized Access,Katelyn Harris,Closed,108 min,Blocked
INC00655,EVT00655,Firewall Rule Change,Megan Pitts,Escalated,158 min,Escalated to IT Security Lead
INC00656,EVT00656,File Access,Mark Harris,Closed,32 min,False Positive
INC00657,EVT00657,Phishing Email,Crystal Costa,Escalated,6 min,Escalated to Management
INC00658,EVT00658,Ransomware Detected,Dr. Jacob Rowe DDS,In Progress,41 min,Under Investigation
INC00659,EVT00659,Unauthorized Access,David Jones,In Progress,60 min,Under Investigation
INC00660,EVT00660,Unauthorized Access,David Jones,In Progress,65 min,Under Investigation
INC00661,EVT00661,Configuration Change,Jennifer Payne,Closed,179 min,Blocked
