indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC00519,Domain,stevenson.com,Botnet,Nation-State Actor (Unattributed),High,Medium
IOC00520,IP Address,179.77.39.117,Keylogger,Insider Threat,Low,Low
IOC00521,IP Address,109.18.207.127,Worm,Organized Crime Syndicate,High,High
IOC00522,IP Address,213.16.39.191,Worm,Organized Crime Syndicate,Low,Medium
IOC00523,File Hash (SHA256),9c9879a168a531495c5f76cdc43d3e0c9ada5f3155af3b4fe38e15546014d389,Backdoor,Nation-State Actor (Unattributed),Medium,Medium
IOC00524,Domain,clark.com,Ransomware,Hacktivist Collective,Low,Low
IOC00525,URL,https://www.edwards.biz/wp-contentmain.html,Ransomware,Anonymous Group,Medium,Medium
IOC00526,File Hash (SHA256),51618a8156e5ef6cc097e0c5d10010d7edcb207a43947462fba92b16d8b9a998,SQL Injection Campaign,Threat Group Charlie,Medium,Medium
IOC00527,URL,http://www.hunt.info/main/listhomepage.jsp,Trojan,Threat Group Bravo,Medium,High
IOC00528,URL,https://lowe-smith.com/tag/tags/tagspost.php,Phishing,Script Kiddie,Low,Low
IOC00529,Email Address,gadams@example.org,Ransomware,Organized Crime Syndicate,Medium,Low
IOC00530,File Hash (SHA256),18e97f0785d884eac6fac2480a08291a11d532a2a817cb02bb051316ba54b9e3,Worm,Threat Group Charlie,Medium,Low
IOC00531,File Hash (SHA256),b26eedbea450d6e09749eae171c7d119d0dc054bfcbf26c90f263409241b2529,Worm,Script Kiddie,Low,Medium
IOC00532,IP Address,200.208.28.104,Cryptojacking,Organized Crime Syndicate,Low,High
IOC00533,Email Address,megan20@example.com,Malware,Script Kiddie,Low,Medium
IOC00534,URL,http://www.randall.com/wp-contentfaq.html,Brute Force,Nation-State Actor (Unattributed),High,Low
IOC00535,Domain,palmer-curry.com,Backdoor,Anonymous Group,High,Critical
IOC00536,Domain,bush.com,Trojan,Nation-State Actor (Unattributed),High,Critical
IOC00537,File Hash (SHA256),c800838a57e746185b4efc8148632e45a7b4393e9e294729f6159a8cacbc23bb,SQL Injection Campaign,Threat Group Charlie,High,High
IOC00538,Domain,nichols.com,Botnet,Script Kiddie,High,Medium
IOC00539,File Hash (SHA256),98f62d60527f50f756a10cde2570eb5867143109923d7bdd382cbd77af64813a,Worm,Nation-State Actor (Unattributed),Medium,Medium
IOC00540,IP Address,218.164.68.92,Backdoor,Nation-State Actor (Unattributed),Low,Medium
IOC00541,IP Address,221.121.218.223,SQL Injection Campaign,Threat Group Bravo,Medium,Medium
IOC00542,File Hash (SHA256),cdc71a9ee5e3f2e847f88f3e220c99c726c2f11355740e87a62305cc2679f3a1,Worm,Organized Crime Syndicate,High,Critical
IOC00543,IP Address,164.225.240.79,Trojan,Threat Group Charlie,Low,Low
IOC00544,File Hash (SHA256),b8615ca7a3ea38c60f8f8a52584108becf360782282113c7c4a21236d33addc6,Adware,Organized Crime Syndicate,Medium,Low
IOC00545,File Hash (SHA256),60549b04caf7169d4bd5c3c49167afc05228b9f8102af3aaa6f2101bd5f08a24,Worm,Threat Group Alpha,Medium,Low
IOC00546,Domain,burton-miller.net,Keylogger,Organized Crime Syndicate,High,Medium
IOC00547,IP Address,131.137.96.166,DDoS,Threat Group Bravo,High,Medium
IOC00548,Email Address,volson@example.com,Spyware,Nation-State Actor (Unattributed),Medium,Low
IOC00549,Email Address,scott89@example.org,Worm,Hacktivist Collective,Low,Medium
IOC00550,URL,http://www.roach.com/posts/wp-content/blogterms.html,Phishing,Script Kiddie,Low,Medium
IOC00551,File Hash (SHA256),10ac4e27d6a719f38f2fbce6588aa6f5be4fa1e6052a2a26200d14807a445792,Trojan,Nation-State Actor (Unattributed),Low,Low
IOC00552,URL,https://brown-mcfarland.com/tagsearch.html,SQL Injection Campaign,Threat Group Charlie,High,High
IOC00553,IP Address,177.248.196.115,Keylogger,Organized Crime Syndicate,Medium,Medium
IOC00554,File Hash (SHA256),efb8622ee2e54e789886d62daffb45ad96d7aead343731da200440e39e409a7c,Keylogger,Hacktivist Collective,High,Critical
IOC00555,File Hash (SHA256),36ed7aeacf60c10787ea36fbb033738dd02d652707fab2ce968a9d46d001f41e,SQL Injection Campaign,Threat Group Alpha,Medium,Low
IOC00556,IP Address,172.72.60.15,Brute Force,Unknown,Medium,Medium
IOC00557,URL,http://www.sanchez.biz/explore/wp-content/blogabout.html,Spyware,Hacktivist Collective,High,Medium
IOC00558,Domain,white.com,Brute Force,Hacktivist Collective,Low,Medium
IOC00559,File Hash (SHA256),35131915c483062c97fe1fb7fa8364cd78f618a5f24a4176f83be50bf8a8922d,Rootkit,Hacktivist Collective,High,Medium
IOC00560,URL,https://www.gonzalez-oneill.com/exploreterms.html,Ransomware,Anonymous Group,Medium,Medium
IOC00561,Domain,collins.com,Trojan,Nation-State Actor (Unattributed),Low,Medium
IOC00562,IP Address,155.210.9.251,Ransomware,Organized Crime Syndicate,Low,High
IOC00563,IP Address,17.186.112.162,Ransomware,Threat Group Bravo,Low,Medium
IOC00564,IP Address,175.158.245.78,Cryptojacking,Nation-State Actor (Unattributed),High,High
IOC00565,IP Address,176.158.106.244,SQL Injection Campaign,Threat Group Bravo,Low,Low
IOC00566,IP Address,37.15.196.84,Malware,Threat Group Bravo,Medium,High
IOC00567,File Hash (SHA256),08af86090c3c281d4802ca5f3315149fd2952d2dd246e7938e3344a97fda2631,Keylogger,Insider Threat,High,Medium
IOC00568,Email Address,ofisher@example.net,Spyware,Threat Group Charlie,High,Medium
IOC00569,Domain,rodgers.com,Backdoor,Threat Group Alpha,Low,Medium
IOC00570,URL,http://www.hernandez-hebert.com/wp-content/listsearch.php,Backdoor,Unknown,High,Low
IOC00571,IP Address,183.65.231.171,DDoS,Insider Threat,High,Low
IOC00572,URL,https://robinson.com/search/exploreterms.jsp,Keylogger,Threat Group Bravo,Low,High
IOC00573,Email Address,kaitlynbowen@example.org,DDoS,Anonymous Group,Low,High
IOC00574,File Hash (SHA256),eebde7e4d761dc194fd1dbb1e90cacc4de7959523d02731701e64f1ef4e68b1b,Phishing,Script Kiddie,High,Low
IOC00575,File Hash (SHA256),520d30696c9b27d82b48882406b3ce12c5f4374ba38f103e369cd8587d21af15,Botnet,Organized Crime Syndicate,High,High
IOC00576,File Hash (SHA256),e04d6a3acd321b1cc02aa4fdfd6e4845db5d75604cf9409fc0c7b9c76bfa12d5,Trojan,Organized Crime Syndicate,Medium,Low
IOC00577,Email Address,davismichael@example.com,DDoS,Insider Threat,High,Critical
IOC00578,URL,https://alexander.org/wp-content/listregister.htm,Spyware,Organized Crime Syndicate,High,Medium
IOC00579,Email Address,marymanning@example.com,Ransomware,Nation-State Actor (Unattributed),Low,Medium
IOC00580,File Hash (SHA256),30d851d2c0205369d3393ed4a48d605ee4f43867a3e824d1c214bc9bd3ee1c2e,Malware,Insider Threat,High,Medium
IOC00581,File Hash (SHA256),615c356c9cfc66d32118e32de9d5b51f1317985f5dfe11de4fda75376214ff32,Backdoor,Insider Threat,Medium,Medium
IOC00582,Domain,dunn-schmidt.com,Adware,Insider Threat,Medium,Medium
IOC00583,URL,https://www.simmons.com/explorecategory.asp,DDoS,Insider Threat,Low,Low
IOC00584,File Hash (SHA256),ba72b2b118949abe806781f8708a91c9c3937e6924e965bed6465e92e8301ca0,Rootkit,Nation-State Actor (Unattributed),High,Low
IOC00585,Domain,henry-morrow.com,Phishing,Nation-State Actor (Unattributed),High,Low
IOC00586,IP Address,151.232.125.58,DDoS,Nation-State Actor (Unattributed),High,High
IOC00587,Email Address,andrew84@example.com,Adware,Nation-State Actor (Unattributed),Medium,Medium
IOC00588,Email Address,cfowler@example.net,DDoS,Unknown,Low,Medium
IOC00589,IP Address,190.245.30.235,Ransomware,Unknown,Medium,High
IOC00590,IP Address,145.72.216.155,Adware,Script Kiddie,Medium,High
IOC00591,Email Address,nsmith@example.org,Cryptojacking,Threat Group Bravo,Medium,Critical
IOC00592,Email Address,william60@example.net,Cryptojacking,Threat Group Bravo,Medium,Medium
IOC00593,Email Address,sharonrodriguez@example.com,Phishing,Threat Group Bravo,Medium,Critical
IOC00594,Email Address,clarkandrea@example.net,Spyware,Threat Group Charlie,Medium,Critical
IOC00595,Email Address,alyssanichols@example.com,Backdoor,Threat Group Bravo,Low,Low
IOC00596,Domain,graham-harris.net,Worm,Anonymous Group,Medium,Medium
IOC00597,File Hash (SHA256),37ccb6cdea07de593a81847102f29445b0a94787334e7083e99412cf23a99ef3,Worm,Nation-State Actor (Unattributed),High,High
IOC00598,Email Address,sandraharvey@example.org,Adware,Threat Group Charlie,Low,Medium
IOC00599,IP Address,40.59.237.182,Adware,Nation-State Actor (Unattributed),Low,Low
IOC00600,Domain,scott.com,Ransomware,Unknown,Low,Low
IOC00601,Domain,morales.org,Botnet,Threat Group Bravo,Medium,Medium
IOC00602,File Hash (SHA256),0cf39ae2d97d58f42ee718b0e66ebf3c7927a84cd3dacdaccdbb8684f74030c3,Rootkit,Nation-State Actor (Unattributed),Medium,Critical
IOC00603,Domain,bailey.biz,Malware,Unknown,Low,Medium
IOC00604,Domain,sanders.org,Phishing,Threat Group Alpha,High,Low
IOC00605,Email Address,jennifer04@example.net,Brute Force,Threat Group Bravo,Medium,Low
IOC00606,Domain,jordan-christensen.net,Backdoor,Threat Group Charlie,High,High
IOC00607,File Hash (SHA256),868cd6fcb8ac54c70ca1a556cb6a3e0e23e8094bb8ba4b2c8f83b785769965b2,Phishing,Nation-State Actor (Unattributed),Low,Medium
IOC00608,IP Address,157.6.211.105,Trojan,Threat Group Bravo,High,Low
IOC00609,File Hash (SHA256),5908d4dbc56df292535e555032447551ea984796587303016a809b71733cd931,SQL Injection Campaign,Threat Group Alpha,Low,Low
IOC00610,URL,https://clark.com/categories/searchsearch.asp,Trojan,Hacktivist Collective,High,High
IOC00611,Email Address,lawrencejohn@example.com,Rootkit,Nation-State Actor (Unattributed),Low,High
IOC00612,IP Address,130.79.93.156,Botnet,Organized Crime Syndicate,Medium,Medium
IOC00613,Domain,goodman.com,DDoS,Nation-State Actor (Unattributed),Low,High
IOC00614,Email Address,lauraglover@example.org,Ransomware,Script Kiddie,High,High
IOC00615,File Hash (SHA256),72548b3de25454db75e138e2a1bae2448504658f8d9fba6f7010150472f86425,Worm,Hacktivist Collective,Medium,High
IOC00616,IP Address,172.170.113.181,SQL Injection Campaign,Unknown,Medium,Low
IOC00617,IP Address,31.171.148.238,Phishing,Unknown,Low,Medium
IOC00618,IP Address,38.58.77.135,Cryptojacking,Unknown,Medium,High
IOC00619,File Hash (SHA256),8d668532bbe6da5bfba7062535c97f0ff876ba5beede5733300046655b6de19e,Backdoor,Anonymous Group,Low,High
IOC00620,File Hash (SHA256),0e06f603ee14a8f0af2ff37bd4ea75e77f5ef85f8e54e04e9a75e7c82bda5a0c,Keylogger,Threat Group Alpha,High,High
IOC00621,IP Address,50.181.190.11,Botnet,Script Kiddie,High,Low
IOC00622,Domain,duran-morris.com,Spyware,Threat Group Alpha,Medium,Medium
IOC00623,Email Address,jonesmelissa@example.net,Ransomware,Hacktivist Collective,Low,Medium
IOC00624,URL,http://martin-roberts.com/categorieshomepage.asp,Rootkit,Anonymous Group,Medium,Medium
IOC00625,File Hash (SHA256),90c66721515095b7e262c6e78a57d0e7cc871c3a3e263526cb147077701b39f3,Worm,Threat Group Charlie,Medium,Medium
IOC00626,URL,http://www.taylor.com/searchabout.html,DDoS,Hacktivist Collective,High,Medium
IOC00627,URL,http://www.porter.com/app/app/appterms.html,Backdoor,Hacktivist Collective,Medium,High
IOC00628,Email Address,mwilliams@example.org,SQL Injection Campaign,Anonymous Group,Low,High
IOC00629,URL,http://www.zhang.com/category/blog/appprivacy.htm,Malware,Nation-State Actor (Unattributed),Medium,High
IOC00630,Email Address,harringtonjoyce@example.com,Brute Force,Anonymous Group,Low,High
IOC00631,Domain,villegas.com,Botnet,Threat Group Alpha,High,High
IOC00632,File Hash (SHA256),2d237cda7eb3b65b26bb76b21338b079ec4fd4e636b75656b9572410bfaa55a0,Adware,Unknown,High,Critical
IOC00633,File Hash (SHA256),692828e8b0e53ea913baf401d17934ce9e619178246285a4cc95a6cac57e424a,Malware,Nation-State Actor (Unattributed),High,Low
IOC00634,URL,http://www.haney.com/categories/tagsearch.html,Ransomware,Insider Threat,Medium,Low
IOC00635,Email Address,vegabrian@example.org,Backdoor,Hacktivist Collective,Medium,High
IOC00636,Domain,jones.com,Keylogger,Nation-State Actor (Unattributed),Medium,High
IOC00637,Domain,nunez.net,Adware,Nation-State Actor (Unattributed),Medium,Medium
IOC00638,File Hash (SHA256),08b70cb6f5be6f2716f67fa0dbc97517b834a9bf8d0b95be4af4ef5b70b02bac,Cryptojacking,Anonymous Group,Low,Low
IOC00639,IP Address,182.78.155.184,Cryptojacking,Script Kiddie,Low,Low
IOC00640,File Hash (SHA256),59c8295f36bdc58ebebb428d22cede5fb1c471af34a75f571f9e512b3cd5c3f2,SQL Injection Campaign,Insider Threat,High,High
IOC00641,Email Address,robin32@example.net,Spyware,Script Kiddie,High,High
IOC00642,IP Address,113.169.171.145,Trojan,Organized Crime Syndicate,Medium,Low
IOC00643,IP Address,222.222.49.166,SQL Injection Campaign,Nation-State Actor (Unattributed),Low,Low
IOC00644,URL,http://www.berry-wagner.com/poststerms.php,Trojan,Anonymous Group,Medium,Low
IOC00645,Domain,hoover.com,Botnet,Threat Group Alpha,Medium,Critical
IOC00646,File Hash (SHA256),dda8f948c377c897cf102ac809cd85cdd49819246c41284d301c0faffb7bf7d9,Rootkit,Unknown,High,Medium
IOC00647,URL,http://rowland.com/main/explorepost.htm,Malware,Script Kiddie,Medium,Low
IOC00648,Domain,garcia.biz,Phishing,Threat Group Bravo,High,Medium
IOC00649,Email Address,coledonald@example.org,Trojan,Threat Group Charlie,Low,Medium
IOC00650,File Hash (SHA256),7ed5416d6c667b322f6d64b481c278b0f40a3d4cdb98b77babae146726d472c5,DDoS,Hacktivist Collective,Medium,High
IOC00651,Email Address,turnerjay@example.net,Ransomware,Script Kiddie,Low,Low
IOC00652,IP Address,202.171.193.162,Trojan,Threat Group Bravo,Low,Medium
IOC00653,IP Address,196.63.223.115,Spyware,Threat Group Bravo,High,Low
IOC00654,Domain,martin.biz,Cryptojacking,Organized Crime Syndicate,Low,Low
IOC00655,Email Address,npeterson@example.org,Keylogger,Anonymous Group,High,Medium
IOC00656,Email Address,tmendoza@example.com,Keylogger,Organized Crime Syndicate,Medium,Medium
IOC00657,IP Address,74.163.207.73,Botnet,Unknown,Medium,Medium
IOC00658,URL,https://sullivan.info/categories/categoryhomepage.html,Adware,Nation-State Actor (Unattributed),Medium,Medium
IOC00659,Domain,tucker-marshall.biz,Backdoor,Unknown,Medium,High
IOC00660,IP Address,106.51.28.18,SQL Injection Campaign,Organized Crime Syndicate,Low,Medium
IOC00661,IP Address,195.117.191.77,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,Critical
IOC00662,IP Address,208.172.160.156,DDoS,Nation-State Actor (Unattributed),High,Medium
IOC00663,Domain,randall.com,Phishing,Hacktivist Collective,High,High
IOC00664,URL,https://palmer.com/search/categoriesfaq.htm,SQL Injection Campaign,Script Kiddie,Medium,Low
IOC00665,Domain,benson.info,Keylogger,Organized Crime Syndicate,Low,Medium
IOC00666,IP Address,82.242.253.55,Brute Force,Threat Group Alpha,Low,High
IOC00667,URL,http://www.shah.com/list/wp-contentlogin.htm,Ransomware,Threat Group Charlie,High,Low
IOC00668,URL,http://www.dixon.biz/tags/explore/listpost.html,Brute Force,Organized Crime Syndicate,High,High
IOC00669,File Hash (SHA256),52ae762aff483aa88fe5dc1a7218b6d335887cd02678d484cb149c8a213c0fcb,Phishing,Threat Group Bravo,High,Low
IOC00670,IP Address,128.126.110.166,Worm,Anonymous Group,High,High
IOC00671,IP Address,140.11.20.10,Adware,Threat Group Alpha,Medium,Medium
IOC00672,Domain,abbott.com,Rootkit,Organized Crime Syndicate,Medium,Low
IOC00673,Domain,washington.info,Spyware,Nation-State Actor (Unattributed),Medium,Medium
IOC00674,Email Address,gary82@example.org,Malware,Threat Group Charlie,Medium,Medium
IOC00675,File Hash (SHA256),a6f1fd1dad36e12ea4393d56c500f2381dacb3e79b91d36b3c2daf0864ed93dd,DDoS,Anonymous Group,Medium,High
IOC00676,Email Address,mary92@example.org,Adware,Threat Group Bravo,Low,Medium
IOC00677,URL,https://www.lucas.info/blogindex.htm,Brute Force,Anonymous Group,Low,Medium
IOC00678,IP Address,192.97.18.218,Cryptojacking,Insider Threat,High,Medium
IOC00679,Domain,davis.com,Rootkit,Insider Threat,Medium,High
IOC00680,Email Address,kevinbenitez@example.com,Malware,Threat Group Charlie,High,High
IOC00681,Domain,lopez.com,Brute Force,Hacktivist Collective,Medium,High
IOC00682,Email Address,sonya34@example.net,Adware,Threat Group Charlie,High,Medium
IOC00683,URL,http://james.com/blog/list/mainterms.php,Rootkit,Unknown,High,High
IOC00684,Email Address,mirwin@example.com,Backdoor,Insider Threat,Low,High
IOC00685,IP Address,208.65.255.204,DDoS,Organized Crime Syndicate,Medium,Medium
IOC00686,File Hash (SHA256),5a69529462f556f039a4a56cb049c555ff64049b1300863b46ed4fdf399f70fc,DDoS,Insider Threat,Low,Medium
IOC00687,Domain,lester.com,Spyware,Script Kiddie,High,Medium
IOC00688,File Hash (SHA256),2caf04449b8b25326d4b5e71da6c1d0ee2cd6664741c66d5041b784d4aae51c9,Malware,Threat Group Charlie,Medium,High
IOC00689,IP Address,151.250.155.4,Ransomware,Hacktivist Collective,High,Low
IOC00690,IP Address,181.103.180.234,Adware,Threat Group Bravo,Low,Medium
IOC00691,Domain,gutierrez-riley.com,Adware,Insider Threat,Medium,Low
IOC00692,Domain,conrad.info,Keylogger,Script Kiddie,Low,High
IOC00693,IP Address,199.92.89.197,Botnet,Nation-State Actor (Unattributed),Medium,Low
IOC00694,File Hash (SHA256),90aa03cbb609cb17dca380a95ee28396afc73247ab240f1ab53de8cb06d66589,Backdoor,Insider Threat,High,High
IOC00695,URL,http://gonzales.net/category/explore/tagfaq.jsp,Malware,Threat Group Alpha,Low,Low
IOC00696,Domain,melton.com,SQL Injection Campaign,Threat Group Bravo,Medium,Low
IOC00697,Email Address,hhiggins@example.net,Brute Force,Hacktivist Collective,Low,Medium
IOC00698,IP Address,132.224.75.57,Trojan,Unknown,High,Medium
IOC00699,URL,http://www.young.net/main/list/blogauthor.php,Trojan,Insider Threat,Low,Critical
IOC00700,Domain,barton-williams.com,Trojan,Hacktivist Collective,Medium,High
IOC00701,URL,https://www.dougherty.info/list/main/searchpost.php,Trojan,Threat Group Charlie,High,High
IOC00702,IP Address,114.63.183.46,Keylogger,Anonymous Group,Medium,Medium
IOC00703,File Hash (SHA256),4eb160aeb8b8b206a79ada08ff57c7d42d6de1445afbe1eb3452fe7fc0557bba,Brute Force,Hacktivist Collective,Medium,High
IOC00704,URL,https://www.allen-hicks.com/tagindex.htm,Malware,Threat Group Charlie,Medium,High
IOC00705,URL,https://www.ray.com/list/postshome.html,Adware,Script Kiddie,Medium,High
IOC00706,Domain,thornton-reeves.com,Backdoor,Nation-State Actor (Unattributed),Low,Medium
IOC00707,Domain,marshall.com,Phishing,Hacktivist Collective,Medium,Critical
IOC00708,Email Address,coopermiranda@example.net,SQL Injection Campaign,Organized Crime Syndicate,High,Medium
IOC00709,Email Address,olivermichelle@example.net,Brute Force,Threat Group Bravo,High,High
IOC00710,Domain,brown.com,Brute Force,Nation-State Actor (Unattributed),High,High
IOC00711,Domain,morris.com,Backdoor,Insider Threat,Medium,Medium
IOC00712,IP Address,179.171.131.107,Worm,Insider Threat,Medium,High
IOC00713,File Hash (SHA256),25cb51214fc02d876e6e58fa22b4c7e43241abacfdf0730f988508809831e274,Keylogger,Hacktivist Collective,High,High
IOC00714,URL,http://www.sandoval-robertson.biz/search/tagsindex.php,Ransomware,Anonymous Group,Low,Low
IOC00715,IP Address,210.247.127.252,Cryptojacking,Threat Group Alpha,Low,Medium
IOC00716,Domain,smith.org,DDoS,Threat Group Charlie,Medium,High
IOC00717,IP Address,174.179.172.213,Botnet,Threat Group Charlie,High,High
IOC00718,URL,https://townsend.org/search/bloghome.htm,Rootkit,Script Kiddie,High,High
IOC00719,Domain,lopez-wilson.org,SQL Injection Campaign,Threat Group Alpha,Medium,High
IOC00720,IP Address,181.166.123.24,Malware,Unknown,Medium,High
IOC00721,IP Address,221.58.57.129,Trojan,Hacktivist Collective,Medium,Medium
IOC00722,IP Address,203.42.35.212,Trojan,Threat Group Bravo,Low,Medium
IOC00723,Domain,gonzalez.com,Malware,Unknown,Medium,Medium
IOC00724,URL,http://black.com/tags/categorieshomepage.php,Keylogger,Nation-State Actor (Unattributed),High,High
IOC00725,URL,https://www.case-henry.com/exploremain.asp,SQL Injection Campaign,Threat Group Charlie,High,High
IOC00726,Domain,miller.biz,Botnet,Script Kiddie,Low,High
IOC00727,Email Address,nicholas43@example.net,Botnet,Script Kiddie,High,High
IOC00728,Domain,harper-hill.com,Backdoor,Anonymous Group,Medium,Medium
IOC00729,Domain,murray.com,Adware,Organized Crime Syndicate,Medium,Low
IOC00730,File Hash (SHA256),9e342611b3e07a1fcc1c452e42d96afbd9ae67d0e19691ab271359535eca4d48,Malware,Organized Crime Syndicate,Low,High
IOC00731,URL,http://www.brown.info/categoriesabout.htm,Rootkit,Threat Group Bravo,High,Medium
IOC00732,URL,https://www.flores-howard.org/wp-content/searchindex.html,SQL Injection Campaign,Threat Group Bravo,High,Low
IOC00733,Email Address,toddwebb@example.net,Phishing,Script Kiddie,Low,High
IOC00734,File Hash (SHA256),c7582e630e0920925b9e48aa4a3546f665b453b6b0789c7b7a92fca2ab29caab,Botnet,Organized Crime Syndicate,Low,Low
IOC00735,Email Address,milleramanda@example.net,Backdoor,Nation-State Actor (Unattributed),Medium,Medium
IOC00736,File Hash (SHA256),82310f32846da9c77b5104d870c5d2d2b3cf94f96b8b5ac66616629600df7eba,Phishing,Anonymous Group,High,Low
IOC00737,Domain,tapia.com,Ransomware,Hacktivist Collective,Medium,Medium
IOC00738,File Hash (SHA256),66ee5372142e0077b73dcde2a67bd08e8af099b08a4a5b3c6c13286f5fefa516,Cryptojacking,Insider Threat,High,High
IOC00739,Domain,lee.org,SQL Injection Campaign,Organized Crime Syndicate,Medium,Medium
IOC00740,Email Address,alexandra76@example.net,Backdoor,Organized Crime Syndicate,High,High
IOC00741,IP Address,122.119.9.243,Adware,Nation-State Actor (Unattributed),Medium,High
IOC00742,IP Address,162.122.202.157,Backdoor,Script Kiddie,Low,High
IOC00743,Email Address,victoriamoore@example.net,Backdoor,Hacktivist Collective,Low,High
IOC00744,IP Address,36.121.30.238,Rootkit,Unknown,High,Critical
IOC00745,Email Address,rebecca12@example.net,Rootkit,Unknown,Medium,Medium
IOC00746,URL,http://rogers.com/main/categoriesabout.htm,Trojan,Hacktivist Collective,Medium,Medium
IOC00747,IP Address,202.216.242.154,Backdoor,Hacktivist Collective,Low,High
IOC00748,File Hash (SHA256),9fd541ab0ea1551802cc9f5645352def31a1b31e9a060bb821b0322d42791077,Worm,Organized Crime Syndicate,High,Medium
IOC00749,File Hash (SHA256),4f7e4abbface3bbcd97f3945d5d01b2760d6786b45e09ca5977df2e0c565057f,Ransomware,Unknown,High,Medium
IOC00750,URL,http://keller.com/tagabout.html,Cryptojacking,Organized Crime Syndicate,Medium,High
IOC00751,IP Address,215.80.6.116,SQL Injection Campaign,Anonymous Group,Medium,Low
IOC00752,File Hash (SHA256),b427bc852298259690aa568d1ae752c4517d760745976913a2ac54aea78c9dfc,Backdoor,Nation-State Actor (Unattributed),Medium,Low
IOC00753,Domain,mathews.org,Adware,Unknown,Low,Medium
IOC00754,URL,https://www.thomas-washington.com/category/wp-contentregister.html,Cryptojacking,Threat Group Charlie,High,High
IOC00755,IP Address,59.103.152.167,Brute Force,Organized Crime Syndicate,Low,High
IOC00756,File Hash (SHA256),6f92756e252a9710dc9b7f9219ec3aa16f2e3de342c45606c1fa4a48ee5cd359,Botnet,Unknown,Low,High
IOC00757,URL,https://schultz-smith.com/appterms.htm,Brute Force,Threat Group Bravo,Medium,Medium
IOC00758,Email Address,kyle10@example.org,Backdoor,Insider Threat,High,Critical
IOC00759,Email Address,tpope@example.net,Spyware,Organized Crime Syndicate,High,Low
IOC00760,File Hash (SHA256),bc5387cb6b799539f98433a33c209bf81c75d7be60668496fc81d0653b33c0c6,Cryptojacking,Anonymous Group,Medium,Medium
IOC00761,Email Address,rjensen@example.com,Trojan,Anonymous Group,High,Medium
IOC00762,Email Address,christopher43@example.net,Cryptojacking,Anonymous Group,Low,Low
IOC00763,IP Address,188.92.163.229,Rootkit,Organized Crime Syndicate,Low,High
IOC00764,File Hash (SHA256),d110c36308395d9e97eff20fe03bef81ca92c9fc9ed45c3304fd783d319faae7,DDoS,Threat Group Alpha,Low,Low
IOC00765,Email Address,zjohnson@example.net,Malware,Nation-State Actor (Unattributed),High,Critical
IOC00766,Domain,leblanc.org,Ransomware,Organized Crime Syndicate,High,High
IOC00767,Domain,ayers.net,Botnet,Threat Group Charlie,Low,Medium
IOC00768,IP Address,95.16.99.218,Trojan,Threat Group Charlie,High,Medium
IOC00769,Email Address,gabrielballard@example.com,Backdoor,Script Kiddie,Low,Medium
IOC00770,File Hash (SHA256),b334216aa92981fda821d0112c3787343f81f44cf5bcffb255dab44703e19cf4,Malware,Nation-State Actor (Unattributed),Medium,Low
IOC00771,IP Address,108.118.44.225,Brute Force,Organized Crime Syndicate,High,Medium
IOC00772,File Hash (SHA256),77ecae379e58f701905761358991209556a24111d233f017d4cb66ae4e1fddf7,Spyware,Script Kiddie,Medium,Critical
IOC00773,IP Address,209.39.86.111,Keylogger,Threat Group Bravo,Low,Medium
IOC00774,File Hash (SHA256),6e90a28cde5196ed8b48a64115f271e006029a356abe743e7682f37eeeff471b,Trojan,Unknown,Medium,High
IOC00775,URL,https://www.frazier.org/category/blog/categoryregister.asp,Keylogger,Script Kiddie,Medium,High
IOC00776,File Hash (SHA256),4ddb2c3c2e9a00eecd6dbba79bb53e85a030afdc2a48047b41df957d8a5ce444,Adware,Anonymous Group,Low,Low
IOC00777,IP Address,126.5.136.108,Trojan,Threat Group Charlie,High,High
IOC00778,Email Address,brownhunter@example.com,SQL Injection Campaign,Insider Threat,Low,Medium
IOC00779,File Hash (SHA256),0434ef6e0fd21e32d14909d03cfb1e08b9dee3d2e6cd998813c8103db00f7615,Botnet,Threat Group Alpha,Low,Medium
IOC00780,File Hash (SHA256),c21e794f8d32a3db0dda408cc134444d48e86201d94428e5194d6c32d0de8010,Phishing,Hacktivist Collective,Low,Low
IOC00781,URL,http://www.anderson.com/search/categoryabout.html,Backdoor,Script Kiddie,High,Low
IOC00782,IP Address,55.225.77.31,Botnet,Nation-State Actor (Unattributed),Medium,Low
IOC00783,Domain,hickman-taylor.com,Adware,Unknown,Medium,High
IOC00784,Email Address,lrodriguez@example.org,Trojan,Organized Crime Syndicate,High,High
IOC00785,IP Address,86.113.34.239,Trojan,Threat Group Bravo,High,High
IOC00786,File Hash (SHA256),5739891be5f19404050fbfc508faeba319fa51e3212778595384ea272ec649b0,Brute Force,Unknown,High,High
IOC00787,File Hash (SHA256),413036e3350582449c901d8f833146a91f4a150d19ba04ee46f8eb26a2bba56d,Backdoor,Threat Group Charlie,High,Medium
IOC00788,Email Address,jennifer01@example.org,Worm,Insider Threat,High,Medium
IOC00789,File Hash (SHA256),2a9f4113bbccbb2dfeb7a8ad18d8c495c478bf08b3e8ef23ad677b930bcf65fd,Ransomware,Hacktivist Collective,Medium,Low
IOC00790,Domain,kramer.com,Adware,Insider Threat,Medium,Medium
